artist,artist_normalized,appearance_count,country,state_region,city,current_base,gender_identity,artist_type,home_scene,genre_tags,style_tags,performance_type,instruments,languages,career_stage,labels,notable_releases,notable_collaborations,signal_status,spotify_found,soundcloud_found,bandcamp_found,apple_music_found,catalogue_signal,external_signal,website,spotify_url,soundcloud_url,bandcamp_url,apple_music_url,discovery_character,discovery_note,sources,last_verified
Amoeba,amoeba,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Sensoma,sensoma,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Parus,parus,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Xipil,xipil,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Omkryll,omkryll,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Melting Vision,melting vision,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Jagno Gaia,jagno gaia,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Chromophore,chromophore,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Mai Tai,mai tai,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Jackolope Hour,jackolope hour,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Mix Life Crisis,mix life crisis,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Snarky Santa,snarky santa,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
KFLiP Hot Mics,kflip hot mics,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Nekropolis,nekropolis,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Radio Theater,radio theater,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Children's Hour,children's hour,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
On a Roll,on a roll,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Spaxterzone,spaxterzone,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Megashear,megashear,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Gourmet Eddie,gourmet eddie,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Illexxandra,illexxandra,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Shakey,shakey,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
CampMomDad,campmomdad,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Zak Berrie,zak berrie,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Casey Gordon b2b Robot Batson,casey gordon b2b robot batson,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Chris Mindel,chris mindel,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Henrik,henrik,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Mouse,mouse,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
M2,m2,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
KZ,kz,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Brother Gabriel,brother gabriel,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Zach,zach,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Amina,amina,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
MITOTIA,mitotia,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Connor,connor,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
All Artists B2B2B,all artists b2b2b,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Theo Wizman,theo wizman,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Milika,milika,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Lisonthedrums,lisonthedrums,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Rhye,rhye,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Eje (ee-jay),eje (ee-jay),1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Dj Ryder,dj ryder,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Nikita,nikita,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Shawna Hofmann,shawna hofmann,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Guest DJ,guest dj,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Dükank,dükank,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Authenticity,authenticity,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Ketaract,ketaract,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Ladybeats,ladybeats,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
RMC,rmc,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Justin Rich,justin rich,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Coyoti,coyoti,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
SOMYO,somyo,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Massio / Loboman,massio / loboman,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Jeremiah Red,jeremiah red,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
YØU&I,yøu&i,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Club de Combat,club de combat,2,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
06:29 Ceremony,06:29 ceremony,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Sasi b2b Captain Hook,sasi b2b captain hook,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Govinda,govinda,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Coop,coop,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Rambo Party,rambo party,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Jonny Wild,jonny wild,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Cabaret Performance,cabaret performance,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Dan Girshik,dan girshik,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Fido,fido,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
RAF,raf,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
VTLX,vtlx,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Michæl b2b 5MoXo,michæl b2b 5moxo,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Michæl,michæl,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Allen Oh,allen oh,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Luvlee,luvlee,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Bettina Rothe,bettina rothe,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Häana feat. Metamorphosis Ballet x,häana feat. metamorphosis ballet x,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Operator Echo,operator echo,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Major Tom,major tom,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Freak the Disco,freak the disco,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Rampue b2b Adaamar,rampue b2b adaamar,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Madota,madota,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Madmotor Miguel b2b Kotoe,madmotor miguel b2b kotoe,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Fabian Capri,fabian capri,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Elder Willow,elder willow,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Andrew,andrew,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Nāstë,nāstë,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Thumpty-Thump,thumpty-thump,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Cygon,cygon,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Natti,natti,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Kalypso,kalypso,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Usman,usman,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
DJ TBA,dj tba,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Rafael (Sunset Set),rafael (sunset set),1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Sage Ferris,sage ferris,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Sebastian Konrad,sebastian konrad,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Mahmut Orhan b2b Arodes,mahmut orhan b2b arodes,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Ashley Ames,ashley ames,2,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Azriel,azriel,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Major Trouble & Nisene (Sunrise Set),major trouble & nisene (sunrise set),1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Catch of the Day,catch of the day,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Ves,ves,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Ned,ned,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Roxanne Roll & Siren Gliss,roxanne roll & siren gliss,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Semuta,semuta,2,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
BABE AL3RT,babe al3rt,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
HIDRA,hidra,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Priscilla,priscilla,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Mode Leeloo,mode leeloo,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
DJ Yoshi b2b my friend mark,dj yoshi b2b my friend mark,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Melissa XYZ,melissa xyz,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Riche,riche,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Grace Arribas b2b Stavi,grace arribas b2b stavi,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Miramar,miramar,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Bender,bender,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Josh Gigante,josh gigante,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Bex Naj,bex naj,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Maxa Jaguar,maxa jaguar,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
KAPIR,kapir,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
N@omi,n@omi,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Alex Cruz,alex cruz,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Henry Pope,henry pope,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Summer Almeida,summer almeida,2,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Xuxa Bluet,xuxa bluet,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Mikey & Juju,mikey & juju,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Hershey,hershey,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Esteban,esteban,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Grace Arribas,grace arribas,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Very Special Guest,very special guest,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Don Gentry b2b Corey Spengler,don gentry b2b corey spengler,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Von Davis,von davis,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Jackson,jackson,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Paarth,paarth,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Amen-X,amen-x,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Luca,luca,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
TINYKVT,tinykvt,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
dj spacecamp b2b freddie,dj spacecamp b2b freddie,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Jimb0tr0n,jimb0tr0n,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Jim Reynolds and yroc,jim reynolds and yroc,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Sonrise Sonder,sonrise sonder,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Dash,dash,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Lisa Marie,lisa marie,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Alex Cruz x Theresa Silver,alex cruz x theresa silver,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Santiago Garcia x Theresa Silver,santiago garcia x theresa silver,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Natipitch x Theresa Silver,natipitch x theresa silver,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
DJ Thuk,dj thuk,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
hop on the decks,hop on the decks,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Yeshua,yeshua,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Burning Mirror,burning mirror,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
MAN BURN,man burn,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Crowsnester & Pooch,crowsnester & pooch,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Honey Shot + Xercole,honey shot + xercole,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Man Burn LIVE!,man burn live!,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
J. C.,j. c.,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
BoyScout,boyscout,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
STARJAY,starjay,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Playa Choir Broadcast,playa choir broadcast,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
ELVN:22,elvn:22,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Nick Hatcher,nick hatcher,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Mikey B,mikey b,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Shelby Shocks,shelby shocks,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Cranky,cranky,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Bobby Lyte B2B OGAN,bobby lyte b2b ogan,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Isabeau Fort,isabeau fort,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Surprise Guest,surprise guest,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Eaty Beatz,eaty beatz,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Dynamic,dynamic,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Quantum Theory,quantum theory,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Sunn Rays,sunn rays,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Häana (Live),häana (live),1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
cootdog,cootdog,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Dollahyde,dollahyde,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Duchess,duchess,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Weezy ft. Nikki Sierra,weezy ft. nikki sierra,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Naughty Princess,naughty princess,2,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Cannaba55,cannaba55,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Christafari,christafari,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Nasté,nasté,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
HAPNCAP,hapncap,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Mah Ze Tar,mah ze tar,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Beat Kitty B2B Mr. Jennings,beat kitty b2b mr. jennings,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Dust & Beau,dust & beau,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Jalaya,jalaya,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Chloro-Djinn,chloro-djinn,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Loveknuckle,loveknuckle,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
TouchButtons,touchbuttons,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Fabián Capri,fabián capri,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Midnight Roast & Friends,midnight roast & friends,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Pawn Laser,pawn laser,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Alex Amaro,alex amaro,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Richard Mixon,richard mixon,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Playa Choir,playa choir,2,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
VALØR b2b WAGZ,valør b2b wagz,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Danni G & Beatalks,danni g & beatalks,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Bollo,bollo,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Tommy Echelon,tommy echelon,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Sunset Lebuff,sunset lebuff,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
third wheel (Nat Turner b2b HMU b2b,third wheel (nat turner b2b hmu b2b,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Amanda Widjaja,amanda widjaja,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Greer,greer,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Gaby de la Juentes,gaby de la juentes,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Lu Lanos b2b TEX,lu lanos b2b tex,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
MILLICA,millica,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
WyrDandy,wyrdandy,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
JAHNMANA,jahnmana,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
DJ TokyoHotTub,dj tokyohottub,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
DJ-ER,dj-er,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Shalman,shalman,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
YAHZEE,yahzee,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Taliko,taliko,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
TedDrops,teddrops,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Ayama project,ayama project,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Equanimous,equanimous,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Moritzio b2b Jayd,moritzio b2b jayd,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
*rekless,*rekless,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
NoPhones,nophones,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Patricio Hegewisch,patricio hegewisch,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
DJ Marquez,dj marquez,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Moises (Pink Mammoth),moises (pink mammoth),1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Enssembl,enssembl,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Tara Kay,tara kay,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
MelissaXYZ,melissaxyz,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Volaric,volaric,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Airwolf b2b Jacqalope,airwolf b2b jacqalope,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Apollo,apollo,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Temple Burn Live!,temple burn live!,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Supreme Cort,supreme cort,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
kowta,kowta,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
M.I.A.,m.i.a.,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Ronnit,ronnit,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Regionals interviews,regionals interviews,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Burner without Borders,burner without borders,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
Clown Party w/ Knizzle,clown party w/ knizzle,1,,,,,,,,,,UNKNOWN,,,,,,,unknown,,,,,,,,,,,,,,,
